# id,coord_ra,coord_dec,parent,deblend_nChild,deblend_psfCenter_x,deblend_psfCenter_y,deblend_psfFlux,base_GaussianCentroid_x,base_GaussianCentroid_y,base_NaiveCentroid_x,base_NaiveCentroid_y,base_SdssCentroid_x,base_SdssCentroid_y,base_SdssCentroid_xSigma,base_SdssCentroid_ySigma,base_SdssShape_xx,base_SdssShape_yy,base_SdssShape_xy,base_SdssShape_xxSigma,base_SdssShape_yySigma,base_SdssShape_xySigma,base_SdssShape_x,base_SdssShape_y,base_SdssShape_flux,base_SdssShape_fluxSigma,base_SdssShape_psf_xx,base_SdssShape_psf_yy,base_SdssShape_psf_xy,base_SdssShape_flux_xx_Cov,base_SdssShape_flux_yy_Cov,base_SdssShape_flux_xy_Cov,ext_shapeHSM_HsmPsfMoments_x,ext_shapeHSM_HsmPsfMoments_y,ext_shapeHSM_HsmPsfMoments_xx,ext_shapeHSM_HsmPsfMoments_yy,ext_shapeHSM_HsmPsfMoments_xy,ext_shapeHSM_HsmShapeRegauss_e1,ext_shapeHSM_HsmShapeRegauss_e2,ext_shapeHSM_HsmShapeRegauss_sigma,ext_shapeHSM_HsmShapeRegauss_resolution,ext_shapeHSM_HsmSourceMoments_x,ext_shapeHSM_HsmSourceMoments_y,ext_shapeHSM_HsmSourceMoments_xx,ext_shapeHSM_HsmSourceMoments_yy,ext_shapeHSM_HsmSourceMoments_xy,base_CircularApertureFlux_3_0_flux,base_CircularApertureFlux_3_0_fluxSigma,base_CircularApertureFlux_4_5_flux,base_CircularApertureFlux_4_5_fluxSigma,base_CircularApertureFlux_6_0_flux,base_CircularApertureFlux_6_0_fluxSigma,base_CircularApertureFlux_9_0_flux,base_CircularApertureFlux_9_0_fluxSigma,base_CircularApertureFlux_12_0_flux,base_CircularApertureFlux_12_0_fluxSigma,base_CircularApertureFlux_17_0_flux,base_CircularApertureFlux_17_0_fluxSigma,base_CircularApertureFlux_25_0_flux,base_CircularApertureFlux_25_0_fluxSigma,base_CircularApertureFlux_35_0_flux,base_CircularApertureFlux_35_0_fluxSigma,base_CircularApertureFlux_50_0_flux,base_CircularApertureFlux_50_0_fluxSigma,base_CircularApertureFlux_70_0_flux,base_CircularApertureFlux_70_0_fluxSigma,base_GaussianFlux_flux,base_GaussianFlux_fluxSigma,base_PsfFlux_flux,base_PsfFlux_fluxSigma,base_Variance_value,base_PsfFlux_apCorr,base_PsfFlux_apCorrSigma,base_GaussianFlux_apCorr,base_GaussianFlux_apCorrSigma,base_ClassificationExtendedness_value,footprint
1776.0000,  0.0019,  0.0003,174.0000,  0.0000,     nan,     nan,     nan,1658.1576,296.5365,1658.0082,296.0397,1658.1575,296.5253,  0.0062,  0.0065,  9.8306, 10.5873,  1.0288,  0.0328,  0.0242,  0.0353,1658.1570,296.5280,47928.9187, 79.8586, 10.8475, 11.5523,  1.0349, -1.3081, -0.1369, -1.4087, -0.0004, -0.0008, 10.8537, 11.5593,  1.0346,     nan,     nan,     nan,     nan,1658.1566,296.5305,  9.8389, 10.5985,  1.0299,17929.3125, 26.0127,30022.4141, 39.0005,39136.1367, 52.3007,47877.5742, 78.8885,51704.0745,106.4190,55499.4007,150.6652,57484.8106,221.4159,58249.1320,310.2821,59671.5562,443.1704,61367.9386,620.5240,50773.0622, 59.8195,53410.4375, 62.7883,     nan,  0.9603,  0.0000,  1.0588,  0.0000,  0.0000,1776.0000
1777.0000,  0.0019,  0.0003,174.0000,  0.0000,1610.0000,335.0000,6926.5448,1610.0112,335.4279,1609.9939,335.0142,1610.0180,335.4331,  0.0493,  0.0544, 11.0886, 12.9252,  1.5675,  0.2799,  0.2155,  0.3263,1610.0196,335.4337,6841.8060, 86.3558, 10.8514, 11.5335,  1.0341,-12.0862, -1.7086,-14.0881, -0.0004, -0.0008, 10.8576, 11.5404,  1.0338, -0.7389,  0.6919,  0.2875,  0.0590,1610.0214,335.4345, 11.0985, 12.9386,  1.5696,2235.2954, 25.9293,3910.3767, 39.0109,5275.8018, 52.3133,6622.2148, 78.9007,7175.9246,106.5364,7722.2994,150.7481,8411.5472,221.3030,9623.5885,309.9597,12267.9434,443.1140,16829.7448,620.3225,7248.4258, 64.6918,7041.7268, 62.7713,     nan,  0.9602,  0.0000,  1.0589,  0.0000,  0.0000,1777.0000
1778.0000,  0.0020,  0.0004,174.0000,  0.0000,1552.0000,365.0000,6289.1628,1551.7434,364.8096,1551.0432,364.0496,1551.7479,364.8058,  0.0572,  0.0595, 11.7742, 11.9466,  2.5991,  0.3403,  0.2482,  0.3453,1551.7498,364.8071,5899.9964, 85.2688, 10.8554, 11.5146,  1.0310,-14.5097, -3.2030,-14.7222, -0.0004, -0.0008, 10.8616, 11.5215,  1.0307,  0.9085,  5.6323,  0.3725,  0.0515,1551.7518,364.8081, 11.7859, 11.9584,  2.6012,1980.9164, 26.0167,3404.0967, 39.0187,4567.5308, 52.3218,5759.6523, 78.9089,6265.6869,106.4190,6796.5793,150.7481,7503.5697,221.5852,8869.9623,310.1209,11458.2410,443.2268,15698.7556,620.4232,6251.3116, 63.8843,6145.2858, 62.7527, 25.0000,  0.9602,  0.0000,  1.0590,  0.0000,  0.0000,1778.0000
1779.0000,  0.0019,  0.0003,174.0000,  0.0000,1622.0000,317.0000,2486.6276,1622.9180,316.7941,1622.0556,316.0377,1622.9772,316.7281,  0.1363,  0.1335, 11.1686, 12.7616,  1.0547,  0.6799,  0.5159,  0.7768,1622.9519,316.7674,2840.0135, 86.4401, 10.8499, 11.5390,  1.0338,-29.3838, -2.7749,-33.5749, -0.0004, -0.0008, 10.8561, 11.5460,  1.0335, -0.5185,  0.0705,  0.7457,  0.0551,1622.9267,316.8071, 11.1903, 12.7717,  1.0741,908.5239, 25.9286,1646.8068, 39.0294,2201.3076, 52.3346,2735.7000, 78.9212,2975.2230,106.5364,3204.7163,150.5822,3671.2895,221.4723,5084.8241,309.9193,7329.2545,442.9729,11388.6390,620.2822,3009.1535, 64.7626,2920.7195, 62.7813,     nan,  0.9602,  0.0000,  1.0589,  0.0000,  0.0000,1779.0000
1780.0000,  0.0020,  0.0003,174.0000,  0.0000,1564.0000,331.0000,3095.5687,1563.7858,331.2614,1563.0367,331.0376,1563.7824,331.2680,  0.1166,  0.1165, 12.9091, 12.0007,  1.8394,  0.7226,  0.4980,  0.6718,1563.7804,331.2553,3142.2314, 87.9463, 10.8533, 11.5202,  1.0296,-31.7756, -4.5276,-29.5394, -0.0004, -0.0008, 10.8595, 11.5271,  1.0292,  1.4108,  1.3849,  0.4197,  0.0869,1563.7784,331.2426, 12.9251, 12.0158,  1.8426,1007.4398, 26.0243,1763.2144, 39.0134,2366.0745, 52.3156,3036.5950, 78.9029,3363.8454,106.3015,3674.3785,150.7481,4128.4595,221.6416,5230.0334,310.1209,7544.5953,443.1986,12029.7536,620.4031,3329.7027, 65.8977,3178.4316, 62.7597, 25.0000,  0.9602,  0.0000,  1.0590,  0.0000,  0.0000,1780.0000
1781.0000,  0.0019,  0.0003,174.0000,  0.0000,1635.0000,307.0000,2171.6748,1634.7262,307.0088,1634.0334,306.9677,1634.7371,307.0008,  0.1581,  0.1565, 13.3876, 12.6597,  1.9269,  1.0023,  0.6967,  0.9478,1634.7492,307.0068,2402.7359, 89.9427, 10.8489, 11.5436,  1.0340,-45.0742, -6.4875,-42.6234, -0.0004, -0.0008, 10.8551, 11.5506,  1.0337,  2.7460,  2.7904,  0.3981,  0.1184,1634.7616,307.0125, 13.4175, 12.6869,  1.9438,760.1027, 25.9083,1303.6115, 39.0309,1752.9358, 52.3364,2305.5696, 78.9229,2586.1359,106.3015,2887.0947,150.3330,3466.2430,221.3594,4759.7295,309.8387,6926.3096,442.9165,9672.9095,620.2217,2546.8222, 67.4130,2378.8180, 62.7859, 25.0000,  0.9603,  0.0000,  1.0589,  0.0000,  0.0000,1781.0000
1782.0000,  0.0020,  0.0003,174.0000,  0.0000,1548.0000,322.0000,2368.1165,1547.9067,321.7214,1547.0734,321.0213,1547.9190,321.7092,  0.1505,  0.1616, 12.4451, 13.6429,  3.3170,  0.9101,  0.6953,  0.9977,1547.9187,321.7044,2433.5590, 88.9801, 10.8537, 11.5165,  1.0271,-40.4896,-10.7915,-44.3864, -0.0004, -0.0008, 10.8599, 11.5234,  1.0268, -0.1530,  1.2524,  0.3853,  0.1278,1547.9188,321.6999, 12.4490, 13.6523,  3.3096,740.6533, 25.9722,1356.8518, 39.0243,1816.5165, 52.3286,2322.6626, 78.9155,2580.4734,106.4190,2791.6618,150.6652,3138.4323,221.4723,3960.8456,310.1209,5885.8196,443.1986,9459.7159,620.3628,2578.1097, 66.6557,2421.6531, 62.7610, 25.0000,  0.9602,  0.0000,  1.0590,  0.0000,  0.0000,1782.0000
1783.0000,  0.0019,  0.0003,174.0000,  0.0000,1598.0000,280.0000,2225.8088,1597.7161,279.6450,1596.9947,279.0361,1597.7001,279.6482,  0.1730,  0.1636, 12.8174, 11.1156,  1.9561,  1.0417,  0.6951,  0.9034,1597.7157,279.6535,2116.6855, 86.0137, 10.8491, 11.5342,  1.0289,-44.8001, -6.8369,-38.8521, -0.0004, -0.0008, 10.8552, 11.5412,  1.0285,  2.7859,  2.0959,  0.9199,  0.0586,1597.7322,279.6584, 12.8620, 11.1412,  1.9588,705.1256, 26.0417,1209.2928, 38.9915,1645.8680, 52.2898,2057.7715, 78.8780,2223.0453,106.5364,2581.5682,150.6652,3002.2093,221.6416,3910.9975,310.3627,5776.0908,443.1704,8947.8846,620.4031,2244.7787, 64.5015,2188.3081, 62.7716, 25.0000,  0.9603,  0.0000,  1.0590,  0.0000,  0.0000,1783.0000
1784.0000,  0.0033,  0.0003,175.0000,  0.0000,     nan,     nan,     nan,201.6028,273.9605,201.0298,273.0407,201.6026,273.9647,  0.0012,  0.0014, 11.8569, 16.1772,  2.0387,  0.0069,  0.0058,  0.0094,201.6022,273.9602,318679.1813, 92.7748, 11.1505, 11.6823,  0.4917, -0.3202, -0.0551, -0.4369, -0.0008, -0.0005, 11.1561, 11.6895,  0.4915, -0.8426,  0.7012,  0.0023,  0.1643,201.6018,273.9556, 11.8651, 16.1876,  2.0387,92650.4531, 25.9436,165700.2344, 39.0133,228806.4375, 52.3161,300594.4062, 78.9034,329622.2768,106.5364,350822.5556,150.7481,363699.2324,221.3030,368628.9923,310.0000,371878.5064,443.1422,376137.0450,620.3225,336649.6269, 69.3010,305577.0089, 63.2069,     nan,  0.9589,  0.0000,  1.0560,  0.0000,  1.0000,1784.0000
1785.0000,  0.0032,  0.0002,175.0000,  0.0000,     nan,     nan,     nan,250.1902,208.5622,250.0176,208.0386,250.1196,208.5411,  0.0343,  0.0331, 15.8086, 12.5921,  2.4977,  0.2497,  0.1601,  0.1989,250.0383,208.5106,11825.6406, 93.4073, 11.1368, 11.6530,  0.5109,-11.6636, -1.8428, -9.2904, -0.0007, -0.0005, 11.1427, 11.6601,  0.5107, -7.8281, -7.6203,  0.0514,  0.1807,249.9229,208.4687, 16.6762, 12.7458,  2.7756,3576.1321, 25.9965,6169.6338, 39.0046,8293.7236, 52.3057,10913.2676, 78.8933,12857.4494,106.5364,15337.4312,150.7481,17585.9312,221.3030,19214.7238,310.2015,21109.3836,443.0576,24007.3959,620.4434,12681.4765, 70.8344,11356.3412, 63.1778, 25.0000,  0.9592,  0.0000,  1.0564,  0.0000,  1.0000,1785.0000
1786.0000,  0.0033,  0.0002,175.0000,  0.0000,239.0000,230.0000,9927.5380,239.3524,230.2999,239.0234,230.0208,239.3834,230.2956,  0.0372,  0.0385, 11.5237, 11.4912, -0.1413,  0.2169,  0.1531,  0.2162,239.3757,230.2985,9036.7141, 85.0283, 11.1391, 11.6596,  0.5084, -9.2196,  0.1131, -9.1935, -0.0007, -0.0005, 11.1450, 11.6668,  0.5081, -0.3276,  0.7396,  1.4444,  0.0084,239.3694,230.3012, 11.5610, 11.5035, -0.1456,3105.0181, 26.0420,5295.5664, 38.9888,7014.9253, 52.2866,8815.9883, 78.8749,10024.7513,106.5364,11713.2274,150.6652,12412.8647,221.6980,13517.8877,310.4030,15938.1288,443.1422,19259.9265,620.4031,9555.5762, 63.5761,9552.4578, 63.1779,     nan,  0.9591,  0.0000,  1.0563,  0.0000,  0.0000,1786.0000
1787.0000,  0.0034,  0.0003,175.0000,  0.0000,139.0000,325.0000,9233.1980,139.0156,324.6715,138.9923,324.0416,139.0171,324.6706,  0.0392,  0.0428, 11.0718, 12.5135,  1.0002,  0.2211,  0.1668,  0.2498,139.0172,324.6720,8599.0066, 85.8426, 11.1708, 11.7213,  0.4586, -9.4880, -0.8571,-10.7235, -0.0008, -0.0004, 11.1766, 11.7290,  0.4583, -1.8782,  2.2808,  0.5183,  0.0259,139.0173,324.6735, 11.0790, 12.5205,  0.9996,2830.9373, 25.9276,4949.7891, 39.0214,6658.1968, 52.3254,8364.2520, 78.9123,9044.6141,106.1838,9509.1088,150.6652,9917.2044,221.5852,10632.5896,309.8387,11758.9553,443.0858,15698.9698,620.3023,9079.9524, 64.0948,8972.7352, 63.2542,     nan,  0.9587,  0.0000,  1.0556,  0.0000,  0.0000,1787.0000
1788.0000,  0.0033,  0.0002,175.0000,  0.0000,213.0000,229.0000,9049.7758,212.6813,229.3132,212.0397,229.0305,212.6830,229.3179,  0.0398,  0.0421, 10.9344, 11.7387,  1.0567,  0.2234,  0.1644,  0.2399,212.6836,229.3154,8239.8845, 84.1870, 11.1502, 11.6734,  0.4896, -9.4051, -0.9089,-10.0970, -0.0008, -0.0005, 11.1558, 11.6807,  0.4894,     nan,     nan,     nan,     nan,212.6843,229.3131, 10.9463, 11.7531,  1.0575,2842.2825, 26.0414,4868.4932, 38.9934,6471.1108, 52.2920,8082.8511, 78.8801,8825.9852,106.4190,9585.4210,150.8310,10364.5721,221.6416,11597.5139,310.4030,13953.7586,443.1422,17391.8728,620.3023,8707.4105, 62.9069,8775.0208, 63.2012,     nan,  0.9591,  0.0000,  1.0561,  0.0000,  0.0000,1788.0000
1789.0000,  0.0033,  0.0003,175.0000,  0.0000,164.0000,306.0000,7773.6847,164.0663,305.9357,163.9970,305.0497,164.0620,305.9446,  0.0523,  0.0498, 16.9498, 14.8848,  1.8230,  0.3573,  0.2383,  0.3137,164.0628,305.9377,9447.8084, 99.5696, 11.1626, 11.7055,  0.4723,-17.7863, -1.9130,-15.6194, -0.0008, -0.0005, 11.1682, 11.7129,  0.4721,  0.3358,  0.3607,  0.0556,  0.2492,164.0638,305.9306, 16.9647, 14.8949,  1.8223,2402.6519, 25.8796,4487.4224, 39.0527,6383.5229, 52.3615,8635.2012, 78.9472,9583.8326,105.4751,10361.9346,150.0000,10992.3435,221.1900,12074.3321,310.1209,14747.8900,442.7471,18729.5298,620.2016,9978.7898, 74.3632,8398.5364, 63.2418, 25.0000,  0.9588,  0.0000,  1.0558,  0.0000,  1.0000,1789.0000
1790.0000,  0.0033,  0.0002,175.0000,  0.0000,228.0000,164.0000,6816.3989,227.9628,163.9897,227.0601,163.0633,227.9684,163.9884,  0.0542,  0.0563, 10.9803, 11.3006,  0.7517,  0.3030,  0.2178,  0.3118,227.9696,163.9895,6056.7882, 83.5647, 11.1500, 11.6618,  0.4859,-12.6595, -0.8666,-13.0288, -0.0008, -0.0004, 11.1555, 11.6690,  0.4857,     nan,     nan,     nan,     nan,227.9707,163.9906, 10.9861, 11.3072,  0.7507,2059.5618, 25.8224,3597.0315, 39.0551,4788.6411, 52.3644,5957.9121, 78.9499,6404.3422,104.7616,6773.0905,149.7498,7041.5073,220.9638,7816.3684,310.0806,8877.4863,442.6906,10568.4279,620.0605,6399.3386, 62.4310,6491.4144, 63.2157, 25.0000,  0.9593,  0.0000,  1.0563,  0.0000,  0.0000,1790.0000
1791.0000,  0.0032,  0.0002,175.0000,  0.0000,261.0000,191.0000,5360.8571,261.1989,191.4307,261.0285,191.0167,261.1992,191.4310,  0.0706,  0.0715, 10.0409, 10.1444,  0.9259,  0.3766,  0.2688,  0.3805,261.2001,191.4314,4237.1038, 79.4643, 11.1339, 11.6465,  0.5148,-14.9640, -1.3799,-15.1183, -0.0007, -0.0005, 11.1398, 11.6537,  0.5146,     nan,     nan,     nan,     nan,261.2010,191.4317, 10.0496, 10.1525,  0.9263,1590.7284, 26.0261,2678.4587, 38.9976,3492.1050, 52.2972,4218.0444, 78.8851,4489.5821,106.3015,4713.1876,150.8310,5098.5904,221.4723,5791.2746,310.3627,7807.3425,443.1704,9899.4326,620.4837,4478.0926, 59.3856,4763.6958, 63.1703,     nan,  0.9593,  0.0000,  1.0564,  0.0000,  0.0000,1791.0000
1792.0000,  0.0033,  0.0002,175.0000,  0.0000,216.0000,193.0000,4952.8019,215.9898,192.6957,215.0633,192.0668,215.9974,192.6948,  0.0737,  0.0760, 11.0288, 11.2681,  0.8807,  0.4160,  0.2982,  0.4250,215.9944,192.6924,4431.0951, 83.5612, 11.1522, 11.6695,  0.4838,-17.3791, -1.3878,-17.7562, -0.0008, -0.0004, 11.1578, 11.6767,  0.4836,     nan,     nan,     nan,     nan,215.9913,192.6901, 11.0329, 11.2781,  0.8839,1529.7495, 25.9136,2652.1021, 39.0248,3489.1785, 52.3293,4344.1211, 78.9161,4735.9074,106.3015,4979.1341,150.4992,5373.0929,221.4159,6492.4805,309.7580,8400.7198,443.0293,11055.6955,620.2620,4681.4208, 62.4247,4751.3738, 63.2134,     nan,  0.9592,  0.0000,  1.0562,  0.0000,  0.0000,1792.0000
1793.0000,  0.0033,  0.0002,175.0000,  0.0000,184.0000,216.0000,4217.5304,183.9416,216.0826,183.0662,216.0114,183.9412,216.0827,  0.0872,  0.0914, 10.9024, 11.5300,  1.0187,  0.4851,  0.3542,  0.5130,183.9394,216.0800,3764.9917, 83.7582, 11.1632, 11.6880,  0.4663,-20.3148, -1.8982,-21.4843, -0.0008, -0.0004, 11.1688, 11.6954,  0.4660,     nan,     nan,     nan,     nan,183.9376,216.0774, 10.9134, 11.5439,  1.0197,1281.0559, 25.8953,2223.6399, 39.0513,2981.1938, 52.3599,3692.2017, 78.9456,3987.6479,105.7119,4312.4214,150.0833,4601.7574,221.3594,5452.8633,310.1209,7116.1510,442.7753,10713.0900,620.2620,3977.8951, 62.5751,4029.4473, 63.2412, 25.0000,  0.9590,  0.0000,  1.0560,  0.0000,  0.0000,1793.0000
1794.0000,  0.0034,  0.0004,175.0000,  0.0000,136.0000,364.0000,3077.0224,136.0030,363.5698,136.0084,363.0286,136.0057,363.5607,  0.1183,  0.1296, 10.9824, 12.6683,  0.4912,  0.6575,  0.4998,  0.7585,136.0016,363.5616,2874.4985, 86.0508, 11.1680, 11.7265,  0.4653,-28.2907, -1.2653,-32.6336, -0.0008, -0.0005, 11.1738, 11.7341,  0.4650, -1.3668,  0.0996,  1.4916,  0.0271,135.9974,363.5621, 10.9796, 12.6739,  0.4962,941.7244, 25.9185,1667.5981, 39.0106,2222.3181, 52.3130,2794.7871, 78.9004,3024.5558,106.3015,3113.6651,150.4992,3337.3533,221.2465,3894.7955,309.9193,4786.8898,443.0858,7467.8981,620.3023,3034.3317, 64.2304,2990.7297, 63.2483, 25.0000,  0.9586,  0.0000,  1.0556,  0.0000,  0.0000,1794.0000
1795.0000,  0.0033,  0.0003,175.0000,  0.0000,157.0000,322.0000,1991.8668,157.0559,322.2299,157.0032,322.0238,157.0632,322.2322,  0.1651,  0.1744, 11.3605, 11.7900,  1.1145,  0.9549,  0.6910,  0.9910,157.0681,322.2297,2024.4071, 85.0759, 11.1638, 11.7108,  0.4710,-40.6176, -3.9847,-42.1531, -0.0008, -0.0005, 11.1694, 11.7182,  0.4708, -0.4058, -4.3007,  4.8565,  0.0115,157.0734,322.2273, 11.3753, 11.8052,  1.1190,675.8094, 25.9534,1197.8839, 39.0339,1563.5592, 52.3397,1979.7692, 78.9262,2159.4204,106.3015,2298.9213,150.4992,2624.3163,221.5852,3765.6637,310.0806,5810.4258,442.9729,9524.9134,620.2217,2138.5678, 63.5502,2134.1944, 63.2409, 25.0000,  0.9587,  0.0000,  1.0557,  0.0000,  0.0000,1795.0000
1796.0000,  0.0032,  0.0002,175.0000,  0.0000,280.0000,172.0000,1519.6619,280.2360,172.0589,280.0066,172.0593,280.2077,172.0631,  0.2678,  0.2527, 17.2609, 13.9846,  0.3765,  1.8787,  1.1961,  1.5221,280.2294,172.0487,1815.2999, 98.7881, 11.1282, 11.6363,  0.5235,-92.7950, -2.0238,-75.1815, -0.0007, -0.0005, 11.1340, 11.6435,  0.5233,  0.4853, -0.0305,  0.3032,  0.2387,280.2521,172.0350, 17.2797, 13.9557,  0.3676,459.6832, 25.9484,888.1575, 39.0374,1243.5004, 52.3438,1644.2847, 78.9301,1855.2377,106.3015,1913.9415,150.5822,2099.3914,221.5288,2555.7738,310.0403,4095.4682,443.0011,5741.6214,620.2419,1917.5037, 73.7866,1624.6743, 63.1675, 25.0000,  0.9594,  0.0000,  1.0566,  0.0000,  1.0000,1796.0000
1797.0000,  0.0011,  0.0004,176.0000,  0.0000,     nan,     nan,     nan,2466.0825,362.9778,2465.9846,362.0416,2466.0695,362.9832,  0.0008,  0.0011, 12.8233, 17.9854,  3.9860,  0.0053,  0.0045,  0.0074,2466.0718,362.9722,468364.3483, 95.9554, 10.9019, 12.0173,  0.9549, -0.2521, -0.0784, -0.3536, -0.0005, -0.0010, 10.9078, 12.0250,  0.9551, -0.5793,  0.8709,  0.0012,  0.2313,2466.0743,362.9611, 12.8340, 17.9964,  3.9879,125924.7734, 25.8543,230804.0781, 39.0534,322727.0625, 52.3624,433968.3125, 78.9480,480154.1809,105.2378,511605.0426,149.9166,525525.7361,221.0204,530686.9878,310.2015,534740.9944,442.7471,538910.7932,620.1814,494421.3836, 71.6256,432393.5732, 63.2979,     nan,  0.9593,  0.0000,  1.0552,  0.0000,  1.0000,1797.0000
1798.0000,  0.0011,  0.0003,176.0000,  0.0000,     nan,     nan,     nan,2492.8657,321.0801,2492.0512,320.9955,2492.8777,321.0928,  0.0030,  0.0035, 13.7840, 16.8893,  3.1189,  0.0193,  0.0154,  0.0236,2492.8714,321.0861,138669.6573, 96.8729, 10.9003, 12.0481,  0.9479, -0.9328, -0.2111, -1.1430, -0.0005, -0.0010, 10.9063, 12.0560,  0.9481, -0.2799,  0.6217,  0.0041,  0.2242,2492.8650,321.0795, 13.7944, 16.8957,  3.1191,37105.8203, 25.9378,67924.8984, 39.0459,95537.3516, 52.3536,128408.2266, 78.9395,141159.4392,105.7119,148590.7698,150.3330,152664.6715,221.5852,155309.5013,310.0806,159211.7454,442.9447,163818.3162,620.2419,146348.3306, 72.2925,127098.0738, 63.3278,     nan,  0.9593,  0.0000,  1.0551,  0.0000,  1.0000,1798.0000
1799.0000,  0.0010,  0.0003,176.0000,  0.0000,     nan,     nan,     nan,2560.8594,301.4361,2560.0494,301.0269,2560.8578,301.4434,  0.0062,  0.0062, 12.8001, 11.9450, -0.1301,  0.0374,  0.0256,  0.0349,2560.8576,301.4412,60286.8979, 88.1411, 10.9086, 12.1132,  0.9281, -1.6495,  0.0168, -1.5393, -0.0005, -0.0010, 10.9146, 12.1210,  0.9282,  1.9220, -1.9924,  0.0335,  0.0581,2560.8573,301.4395, 12.8107, 11.9608, -0.1309,19264.8516, 26.0067,33710.4180, 39.0032,45712.4414, 52.3040,58068.9375, 78.8917,63285.4255,106.5364,69222.1484,150.4992,74049.6183,221.4723,77027.4202,310.1612,80237.4218,443.1422,82895.0405,620.4635,63611.8737, 65.7624,61336.8510, 63.3904,     nan,  0.9592,  0.0000,  1.0546,  0.0000,  0.0000,1799.0000
1800.0000,  0.0011,  0.0003,176.0000,  0.0000,     nan,     nan,     nan,2495.8462,347.8005,2495.0365,347.0441,2495.8356,347.8023,  0.0100,  0.0100, 15.5185, 14.4255,  0.3296,  0.0667,  0.0455,  0.0620,2495.8427,347.8018,45136.8444, 96.9466, 10.9045, 12.0456,  0.9467, -3.2314, -0.0686, -3.0038, -0.0005, -0.0010, 10.9104, 12.0535,  0.9469,  0.4592, -0.2587,  0.0138,  0.2010,2495.8496,347.8013, 15.5323, 14.4390,  0.3285,12402.6602, 25.9969,22272.9395, 39.0300,31126.6465, 52.3350,41896.2891, 78.9216,46611.7257,106.4190,50188.8915,150.7481,53959.3206,221.6416,57519.7808,310.1612,62368.9352,443.1986,67121.8252,620.2620,47642.9398, 72.3577,41475.7064, 63.3231,     nan,  0.9593,  0.0000,  1.0550,  0.0000,  1.0000,1800.0000
1801.0000,  0.0010,  0.0003,176.0000,  0.0000,     nan,     nan,     nan,2594.8096,312.1751,2594.0498,312.0086,2594.8122,312.1786,  0.0118,  0.0127, 10.9919, 11.6525,  1.3089,  0.0672,  0.0493,  0.0713,2594.8121,312.1781,27489.2194, 84.0428, 10.9164, 12.1428,  0.9168, -2.8243, -0.3363, -2.9940, -0.0006, -0.0010, 10.9221, 12.1506,  0.9171,     nan,     nan,     nan,     nan,2594.8121,312.1777, 10.9979, 11.6576,  1.3095,9398.8398, 25.9988,16246.7568, 39.0296,21689.9688, 52.3345,26897.8281, 78.9212,28618.9740,106.3015,29695.4688,150.8310,30276.0345,221.7544,31180.8800,310.1612,32469.3738,443.2268,35665.3341,620.2822,28989.9265, 62.6715,29362.0292, 63.4287,     nan,  0.9591,  0.0000,  1.0543,  0.0000,  0.0000,1801.0000
1802.0000,  0.0010,  0.0003,176.0000,  0.0000,2541.0000,284.0000,9810.2028,2540.6344,283.5526,2540.0342,283.0326,2540.6293,283.5424,  0.0381,  0.0417,  9.4079, 10.2876,  1.1432,  0.2001,  0.1490,  0.2188,2540.6289,283.5442,7367.3251, 78.3548, 10.9026, 12.0984,  0.9347, -7.8400, -0.9527, -8.5731, -0.0005, -0.0010, 10.9086, 12.1060,  0.9348,     nan,     nan,     nan,     nan,2540.6285,283.5460,  9.4112, 10.2921,  1.1441,2831.5151, 26.0462,4747.6636, 38.9753,6141.9473, 52.2706,7302.0132, 78.8593,7621.3625,106.6536,7869.7145,150.9139,8246.5327,221.9797,9465.1018,310.4432,11462.3193,443.2832,14436.2926,620.3628,7772.0373, 58.4488,8404.7984, 63.3654,     nan,  0.9593,  0.0000,  1.0547,  0.0000,  0.0000,1802.0000
1803.0000,  0.0010,  0.0003,176.0000,  0.0000,     nan,     nan,     nan,2522.1115,304.1357,2522.0157,303.9908,2522.1742,304.1547,  0.0987,  0.1000, 10.6375,  9.6170,  0.2713,  0.5574,  0.3749,  0.5039,2522.1685,304.1510,3042.2953, 79.7043, 10.9026, 12.0776,  0.9398,-22.2128, -0.5666,-20.0817, -0.0005, -0.0010, 10.9085, 12.0852,  0.9399,  0.9224, -0.3340,  0.0281,  0.9740,2524.1564,305.2043,895.9858, 61.9743,-159.7698,1157.9429, 25.9868,1906.7384, 39.0342,2446.9321, 52.3399,3070.8274, 78.9263,3735.3640,106.3015,4939.9678,150.8310,7046.3058,221.5852,11158.6401,310.1612,17004.7508,443.1140,21295.3488,620.2217,13905.8969,246.0688,3457.2496, 63.3564, 25.0000,  0.9593,  0.0000,  1.0549,  0.0000,  1.0000,1803.0000
